Author_id,Isbn
1,9780195153445
2,9780195153445
1,9780195153446
2,9780195153446
3,9780002005012
4,9780060973124
5,9780374157067
6,9780393045215
7,9780393045215
8,9780399135781
9,9780425176429
10,9780671870430
11,9780671870430
12,9780679425601
13,9780743226783
14,9780771074677
15,9780806521213
16,9780887841743
17,9781552041772
18,9781558746213
19,9781558746213
20,9781558746213
21,9781567407785
22,9781567407785
23,9781575663937
24,9781881320180
25,9780440234746
26,9780452264465
27,9780609804612
28,9780609804612
29,9780609804612
30,9781841721521
31,9781841721521
32,9781841721521
33,9781879384491
34,9780061076039
35,9780439095020
36,9780689821165
37,9780689821165
38,9780689821165
39,9780971880108
40,9780345402875
40,9780345417626
41,9780684823805
42,9780375759772
43,9780425163092
44,9783404921034
45,9783404921034
46,9783404921034
47,9783442353866
48,9783442353866
49,9783442410668
50,9783442446933
51,9783442446933
52,9780375406324
53,9780446310789
54,9780449005613
55,9780060168018
56,9780380782437
57,9780553212150
58,9780671765378
59,9780061099687
60,9780553582901
61,9780671888589
60,9780553582741
62,9780425182901
63,9780425186305
64,9780440223573
65,9780812523874
66,9780842342704
67,9780842342704
25,9780440225706
68,9780060914066
69,9780156047623
70,9780245542954
71,9780380715893
72,9780553280333
73,9780553280333
74,9780553280333
75,9780961769949
76,9780964778313
77,9780671623241
78,9780679810308
78,9780679865698
79,9782070423200
80,9780345260314
81,9780394743745
82,9780425117743
8,9780804106306
83,9781853262401
84,9780312970246
85,9780312970246
86,9781853260056
87,9781414035000
88,9781414035000
89,9780060938413
90,9780140067477
54,9780345465085
91,9780451625885
92,9781558531024
93,9780441783588
94,9780394895895
95,9780375410536
96,9780966986105
97,9780871133755
98,9780340767931
99,9780743403849
100,9780060930363
101,9780060177584
102,9780071416337
103,9780071416337
104,9780375509032
105,9780553062045
106,9780316769488
107,9780679429227
61,9780671867157
108,9780312252618
109,9780312261597
110,9780316748643
111,9780316973748
112,9780385235945
113,9780446677455
114,9780446677455
115,9780451166890
116,9780553347593
117,9780671621001
118,9780679763970
119,9780684822730
120,9780684822730
121,9780786868711
122,9780671864767
123,9780671864767
124,9780671521516
125,9780440222309
126,9780440222309
127,9780312953454
128,9780446608657
129,9780446612548
130,9780446612548
128,9780446612616
131,9780451208088
132,9780553584387
133,9780671027360
134,9780812575958
135,9780316735735
136,9780743439749
137,9780345372703
138,9780380619450
137,9780446325806
139,9780451406927
140,9780451406927
141,9780451406927
142,9780671042851
143,9780743249997
144,9780840734532
145,9780425184226
146,9780375500763
147,9789724119373
148,9780451205193
149,9780060929794
150,9780060976842
151,9780061099328
61,9780671004576
152,9780446601641
153,9780330484510
154,9780385721790
155,9780393020373
156,9781900850308
157,9781903019696
158,9780345425294
159,9780451410313
160,9780553583465
161,9780380778553
162,9780451525222
163,9780451525222
164,9780002740234
165,9780385336772
166,9780440949428
167,9780505524997
168,9780140252804
169,9780451452757
170,9780812575484
152,9780446517478
171,9780060801267
172,9780061030147
173,9780061030147
174,9780140250961
175,9780446527163
176,9780671461492
177,9780385337632
178,9780395755143
179,9780451206671
180,9780330332774
57,9780486284736
181,9780486284736
182,9780671021740
182,9780671047610
182,9780671504281
183,9780399138683
184,9780785263296
185,9780785263296
186,9780830714018
187,9780345354938
188,9780553278224
189,9783150000335
190,9783150000335
188,9783257203653
191,9783257203653
192,9783257207521
193,9783257207521
188,9783257208627
188,9783257208634
194,9783257208634
188,9783257208665
195,9783257208665
188,9783257210453
196,9783257210453
188,9783257212051
188,9783257212426
188,9783257214154
197,9783257214154
198,9783257214154
188,9783257216417
199,9783257233056
200,9783257233056
201,9783423113601
202,9783423116718
203,9783423241489
204,9783426605684
205,9783426605684
206,9783453212152
207,9783462021097
208,9783492045643
209,9783492045643
210,9783492045643
211,9783498020866
212,9783498020866
106,9783499110696
213,9783499110696
214,9783499110696
215,9783499110696
106,9783499151507
213,9783499151507
214,9783499151507
216,9783518111000
193,9783518111000
217,9783548254265
206,9783570300091
218,9783570300091
219,9783596292646
220,9780060977498
221,9780312872687
129,9780316602907
129,9780316693004
50,9780345311399
40,9780345378491
50,9780345404794
222,9780345433176
223,9780375400117
224,9780375705854
225,9780380717019
225,9780380718337
226,9780380754502
227,9780380754502
228,9780380766543
228,9780380807864
229,9780385316897
25,9780385497466
25,9780385508049
230,9780385509459
25,9780385511612
231,9780385730587
232,9780425164402
233,9780440234968
129,9780446605489
234,9780446610391
235,9780449006528
222,9780449911006
142,9780451162076
236,9780451186645
237,9780452282155
238,9780515132908
239,9780553580389
240,9780590598842
241,9780590629713
62,9780671023614
133,9780671027384
242,9780684848785
133,9780743486224
243,9780786863983
244,9780803251717
245,9780804117937
246,9781400031801
18,9781558742628
19,9781558742628
247,9781558742628
248,9780060987107
249,9780151008117
250,9780375704963
251,9780525947646
252,9780804111355
18,9781558744158
19,9781558744158
20,9781558744158
253,9780435272685
135,9780316782500
254,9780061020636
254,9780060013110
254,9780060199562
255,9780060527792
256,9780060527792
257,9780060563073
258,9780060809027
254,9780061040962
259,9780061040962
254,9780061050473
254,9780061052514
254,9780061052521
260,9780064472265
57,9780140620665
261,9780312148263
262,9780312156961
263,9780312890049
264,9780345431912
265,9780345431912
266,9780373836024
267,9780375751516
268,9780375751516
269,9780375801679
270,9780375801679
271,9780375814242
272,9780375814242
94,9780375823350
94,9780375823459
94,9780375823466
206,9780380730445
188,9780380973835
273,9780385327770
274,9780394586236
275,9780439510110
276,9780440241416
277,9780451409256
278,9780451523419
57,9780451526274
279,9780451526274
280,9780451526342
281,9780486415864
282,9780553280586
55,9780571197637
283,9780670035267
284,9780670035267
285,9780670035267
286,9780670035267
281,9780679423072
274,9780679751342
287,9780684833392
288,9780743245029
289,9780749748005
289,9780749748029
265,9780963094421
290,9781401201173
291,9781401201173
292,9781401201173
265,9781563892271
293,9781563892271
294,9781563892271
295,9781563892271
290,9781563898587
265,9781569716205
296,9781569716205
297,9781592571307
298,9780374270322
299,9780375719189
300,9780440235507
25,9780440237228
301,9781573225489
86,9781853260674
302,9780060977474
303,9780345391698
304,9780520011175
305,9780520011175
306,9780553278743
307,9780670856046
308,9780670856046
309,9780872200760
310,9780872200760
311,9780872200760
312,9780937858998
313,9780937858998
314,9780937858998
315,9780671649944
316,9780590431118
317,9780064470117
318,9780553571486
319,9780972044202
